SOURCE	TARGET	COUNT	BASE
ששופנהאואר	ששופנהאוור	1	4
שורצברג	שוורצברג	3	0
שטוקהולם	סטוקהולם	17	0
בשטוקהולם	בסטוקהולם	23	17
לשטוקהולם	לסטוקהולם	4	17
משטוקהולם	מסטוקהולם	1	17
ששטוקהולם	שסטוקהולם	1	17
ומשטוקהולם	ומסטוקהולם	1	17
שבשטוקהולם	שבסטוקהולם	2	17
שטינברג	שטיינברג	4	0
שטינמן	שטיינמן	12	0
שטרלינג	סטרלינג	5	0
שינפלד	שיינפלד	7	0
שיקאגו	שיקגו	22	0
בשיקאגו	בשיקגו	17	22
ושיקאגו	ושיקגו	1	22
לשיקאגו	לשיקגו	1	22
משיקאגו	משיקגו	4	22
ובשיקאגו	ובשיקגו	1	22
שלייקעס	שלייקס	24	0
בשלייקעס	בשלייקס	19	24
השלייקעס	השלייקס	8	24
משלייקעס	משלייקס	1	24
שנחאי	שנגחאי	30	0
בשנחאי	בשנגחאי	54	30
ושנחאי	ושנגחאי	6	30
לשנחאי	לשנגחאי	20	30
משנחאי	משנגחאי	6	30
ששנחאי	ששנגחאי	1	30
ומשנחאי	ומשנגחאי	1	30
שפארד	שפרד	2	0
שקספיר	שייקספיר	56	0
בשקספיר	בשייקספיר	1	56
לשקספיר	לשייקספיר	2	56
ששקספיר	ששייקספיר	2	56
תאודוראקיס	תאודורקיס	1	0
תאטראות	תיאטראות	2	0
התאטראות	התיאטראות	2	2
והתאטראות	והתיאטראות	1	2
תאטרון	תיאטרון	2	0
בתאטרון	בתיאטרון	1	2
התאטרון	התיאטרון	1	2
מתאטרון	מתיאטרון	1	2
תומאס	תומס	590	0
בתומאס	בתומס	1	590
ותומאס	ותומס	28	590
לתומאס	לתומס	26	590
מתומאס	מתומס	6	590
שתומאס	שתומס	31	590
ובתומאס	ובתומס	1	590
ולתומאס	ולתומס	1	590
כשתומאס	כשתומס	2	590
שכשתומאס	שכשתומס	1	590
בתורכיה	בטורקיה	2	0
ותורכיה	וטורקיה	1	0
מתורכיה	מטורקיה	1	0
בתורקיה	בטורקיה	2	0
תיאגו	טיאגו	3	0
תיאה	תאה	5	0
בתיאה	בתאה	3	5
שבתיאה	שבתאה	1	5
תיאו	תאו	28	0
בתיאו	בתאו	8	28
ותיאו	ותאו	2	28
מתיאו	מתאו	6	28
ומתיאו	ומתאו	1	28
תיאודוסיוס	תאודוסיוס	1	0
תיאודור	תאודור	138	0
בתיאודור	בתאודור	1	138
ותיאודור	ותאודור	4	138
לתיאודור	לתאודור	2	138
מתיאודור	מתאודור	1	138
שתיאודור	שתאודור	3	138
ולתיאודור	ולתאודור	1	138
תיאולוג	תאולוג	59	0
התיאולוג	התאולוג	32	59
ותיאולוג	ותאולוג	4	59
כתיאולוג	כתאולוג	7	59
לתיאולוג	לתאולוג	7	59
מתיאולוג	מתאולוג	1	59
והתיאולוג	והתאולוג	3	59
שהתיאולוג	שהתאולוג	2	59
תיאולוגיה	תאולוגיה	507	0
בתיאולוגיה	בתאולוגיה	199	507
התיאולוגיה	התאולוגיה	482	507
ותיאולוגיה	ותאולוגיה	39	507
כתיאולוגיה	כתאולוגיה	6	507
לתיאולוגיה	לתאולוגיה	128	507
מתיאולוגיה	מתאולוגיה	15	507
שתיאולוגיה	שתאולוגיה	3	507
ובתיאולוגיה	ובתאולוגיה	6	507
והתיאולוגיה	והתאולוגיה	23	507
ולתיאולוגיה	ולתאולוגיה	5	507
ומתיאולוגיה	ומתאולוגיה	1	507
שבתיאולוגיה	שבתאולוגיה	1	507
שהתיאולוגיה	שהתאולוגיה	29	507
כשהתיאולוגיה	כשהתאולוגיה	2	507
מהתיאולוגיה	מהתאולוגיה	18	507
תיאופילוס	תאופילוס	3	0
תיאוקרטיה	תאוקרטיה	45	0
בתיאוקרטיה	בתאוקרטיה	5	45
התיאוקרטיה	התאוקרטיה	11	45
ותיאוקרטיה	ותאוקרטיה	2	45
לתיאוקרטיה	לתאוקרטיה	6	45
מתיאוקרטיה	מתאוקרטיה	3	45
והתיאוקרטיה	והתאוקרטיה	1	45
תיאוקרטיות	תאוקרטיות	4	0
תיאורטיקן	תאורטיקן	42	0
התיאורטיקן	התאורטיקן	19	42
ותיאורטיקן	ותאורטיקן	1	42
כתיאורטיקן	כתאורטיקן	3	42
לתיאורטיקן	לתאורטיקן	6	42
מתיאורטיקן	מתאורטיקן	1	42
והתיאורטיקן	והתאורטיקן	3	42
שהתיאורטיקן	שהתאורטיקן	2	42
מהתיאורטיקן	מהתאורטיקן	1	42
תיאוריית	תאוריית	563	0
בתיאוריית	בתאוריית	59	563
ותיאוריית	ותאוריית	18	563
כתיאוריית	כתאוריית	1	563
לתיאוריית	לתאוריית	44	563
מתיאוריית	מתאוריית	14	563
שתיאוריית	שתאוריית	21	563
ובתיאוריית	ובתאוריית	1	563
ולתיאוריית	ולתאוריית	3	563
תיזה	תזה	31	0
א-דורה	אלדורה	26	0
לא-דורה	לאלדורה	1	26
א-דין	אלדין	240	0
א-זור	אלזור	1	0
א-זיאדנה	אלזיאדנה	12	0
א-זערורה	אלזערורה	12	0
בא-זערורה	באלזערורה	3	12
א-זרקא	אלזרקא	145	0
א-נאאב	אלנאיב	21	0
א-נג'אח	אלנג'אח	24	0
בא-נג'אח	באלנג'אח	14	24
ובא-נג'אח	ובאלנג'אח	2	24
א-נוסרה	אלנוסרה	40	0
א-נור	אלנור	11	0
א-נעם	אלנעם	44	0
א-סייד	אלסייד	78	0
בא-סייד	באלסייד	2	78
וא-סייד	ואלסייד	3	78
לא-סייד	לאלסייד	2	78
א-סיסי	אלסיסי	45	0
וא-סיסי	ואלסיסי	2	45
שא-סיסי	שאלסיסי	4	45
כשא-סיסי	כשאלסיסי	2	45
א-סלאם	אלסלאם	30	0
וא-סלאם	ואלסלאם	2	30
א-ספדי	אלספדי	1	0
א-ראיס	אלראיס	48	0
א-רחים	אלרחים	507	0
א-רחמאן	אלרחמן	498	0
א-רחמה	אלרחמה	15	0
א-רחמן	אלרחמן	17	0
א-שיח'	אלשיח'	11	0
א-שייח	אלשיח'	11	0
א-שייח'	אלשיח'	18	0
א-שמס	אלשמס	17	0
א-תחריר	אלתחריר	131	0
אִמשי	אימשי	23	0
אברהים	איבראהים	1702	0
באברהים	באיבראהים	4	1702
ואברהים	ואיבראהים	26	1702
לאברהים	לאיבראהים	11	1702
מאברהים	מאיבראהים	1	1702
שאברהים	שאיבראהים	7	1702
ובאברהים	ובאיבראהים	1	1702
כשאברהים	כשאיבראהים	1	1702
אום-אל-פאחם	אום אלפחם	1	0
אוסמה	אוסאמה	39	0
ואוסמה	ואוסאמה	1	39
מאוסמה	מאוסאמה	1	39
אוסקוט	אוסכות	57	0
אזברגה	אלזבארקה	560	0
ואזברגה	ואלזבארקה	1	560
אחמדינג'אד	אחמדינז'אד	100	0
באחמדינג'אד	באחמדינז'אד	1	100
ואחמדינג'אד	ואחמדינז'אד	3	100
לאחמדינג'אד	לאחמדינז'אד	12	100
מאחמדינג'אד	מאחמדינז'אד	11	100
שאחמדינג'אד	שאחמדינז'אד	14	100
איברהים	איבראהים	23	0
ואיברהים	ואיבראהים	3	23
לאיברהים	לאיבראהים	1	23
שאיברהים	שאיבראהים	2	23
ולאיברהים	ולאיבראהים	1	23
אירן	איראן	964	0
באירן	באיראן	240	964
ואירן	ואיראן	52	964
כאירן	כאיראן	3	964
לאירן	לאיראן	90	964
מאירן	מאיראן	83	964
שאירן	שאיראן	63	964
ובאירן	ובאיראן	3	964
ולאירן	ולאיראן	1	964
ומאירן	ומאיראן	4	964
ושאירן	ושאיראן	4	964
שבאירן	שבאיראן	8	964
כשאירן	כשאיראן	2	964
אכסאל	איכסאל	61	0
באכסאל	באיכסאל	13	61
ואכסאל	ואיכסאל	2	61
לאכסאל	לאיכסאל	5	61
מאכסאל	מאיכסאל	26	61
אל-אברהימי	אלאיבראהימי	14	0
אל-אדחא	אלאדחא	35	0
ואל-אדחא	ואלאדחא	1	35
אל-אווסט	אלאווסט	7	0
אל-אח'רס	אלאח'רס	35	0
אל-אחמר	אלאחמר	302	0
באל-אחמר	באלאחמר	1	302
אל-אטרש	אלאטרש	38	0
באל-אטרש	באלאטרש	3	38
ואל-אטרש	ואלאטרש	1	38
לאל-אטרש	לאלאטרש	1	38
אל-איתיחאד	אלאיתיחאד	8	0
באל-איתיחאד	באלאיתיחאד	1	8
אל-אמל	אלאמל	8	0
אל-אסד	אלאסד	156	0
באל-אסד	באלאסד	1	156
ואל-אסד	ואלאסד	1	156
אל-אקצא	אלאקסא	1187	0
באל-אקצא	באלאקסא	81	1187
ואל-אקצא	ואלאקסא	11	1187
לאל-אקצא	לאלאקסא	54	1187
מאל-אקצא	מאלאקסא	6	1187
שאל-אקצא	שאלאקסא	16	1187
אל-ארד	אלארד	39	0
באל-ארד	באלארד	3	39
שאל-ארד	שאלארד	1	39
אל-בגדאדי	אלבגדאדי	24	0
אל-בגדדי	אלבגדאדי	9	0
אל-בוראק	אלבוראק	19	0
ואל-בוראק	ואלבוראק	1	19
שאל-בוראק	שאלבוראק	1	19
אל-בטוף	אלבטוף	40	0
באל-בטוף	באלבטוף	4	40
ואל-בטוף	ואלבטוף	1	40
לאל-בטוף	לאלבטוף	2	40
מאל-בטוף	מאלבטוף	1	40
אל-בית	אלבית	16	0
אל-בלח	אלבלח	17	0
אל-בענה	אלבענה	6	0
באל-בענה	באלבענה	2	6
ואל-בענה	ואלבענה	1	6
מאל-בענה	מאלבענה	1	6
אל-ג'זירה	אלג'זירה	369	0
באל-ג'זירה	באלג'זירה	41	369
ואל-ג'זירה	ואלג'זירה	9	369
לאל-ג'זירה	לאלג'זירה	14	369
מאל-ג'זירה	מאלג'זירה	12	369
שאל-ג'זירה	שאלג'זירה	11	369
ובאל-ג'זירה	ובאלג'זירה	1	369
אל-ג'עאר	אלג'עאר	21	0
אל-גרבייה	אלע'רבייה	139	0
אל-דין	אלדין	29	0
אל-הואשלה	אלהואשלה	9	0
אל-היג'א	אלהיג'א	22	0
אל-הייב	אלהייב	10	0
ואל-הייב	ואלהייב	1	10
אל-ואד	אלוואד	6	0
אל-וודג'	אלוודג'	5	0
אל-וזיר	אלווזיר	17	0
ואל-וזיר	ואלווזיר	1	17
אל-וטן	אלווטן	32	0
אל-זיאדנה	אלזיאדנה	17	0
אל-זרנוג	אלזרנוק	10	0
באל-זרנוג	באלזרנוק	1	10
אל-ח'טאב	אלח'טאב	35	0
אל-ח'יר	אלח'יר	53	0
אל-ח'ליל	אלח'ליל	46	0
באל-ח'ליל	באלח'ליל	6	46
מאל-ח'ליל	מאלח'ליל	1	46
אל-חאג'	אלחאג'	13	0
אל-חוטה	אלחוטה	3	0
אל-חוסייני	אלחוסייני	206	0
לאל-חוסייני	לאלחוסייני	2	206
אל-חילווה	אלחילווה	16	0
אל-חיראן	אלחיראן	182	0
אל-חכים	אלחכים	17	0
אל-חליל	אלח'ליל	22	0
ואל-חליל	ואלח'ליל	1	22
אל-חמאם	אלחמאם	25	0
אל-חמיד	אלחמיד	18	0
ואל-חמיד	ואלחמיד	1	18
אל-חרוב	אלחרוב	13	0
אל-חרם	אלחרם	39	0
באל-חרם	באלחרם	6	39
ואל-חרם	ואלחרם	1	39
כאל-חרם	כאלחרם	1	39
לאל-חרם	לאלחרם	2	39
אל-טלאלקה	אלטלאלקה	11	0
אל-יהוד	אלייהוד	51	0
אל-כאמל	אלכאמל	10	0
אל-כרום	אלכרום	118	0
אל-כרמל	אלכרמל	171	0
אל-מאלכי	אלמאלכי	10	0
ואל-מאלכי	ואלמאלכי	1	10
אל-מבחוח	אלמבחוח	1	0
אל-מדני	אלמדני	10	0
ואל-מדני	ואלמדני	1	10
לאל-מדני	לאלמדני	2	10
אל-מובארכ	אלמובארכ	8	0
אל-מוע'ייר	אלמוע'ייר	14	0
באל-מוע'ייר	באלמוע'ייר	2	14
אל-מותנבי	אלמותנבי	12	0
מאל-מותנבי	מאלמותנבי	1	12
אל-מזרעה	אלמזרעה	8	0
באל-מזרעה	באלמזרעה	1	8
אל-מיאדין	אלמיאדין	25	0
ואל-מיאדין	ואלמיאדין	3	25
לאל-מיאדין	לאלמיאדין	2	25
מאל-מיאדין	מאלמיאדין	1	25
שאל-מיאדין	שאלמיאדין	1	25
אל-מידאן	אלמידאן	21	0
לאל-מידאן	לאלמידאן	1	21
מאל-מידאן	מאלמידאן	2	21
אל-מכסור	אלמכסור	24	0
באל-מכסור	באלמכסור	1	24
אל-מנאר	אלמנאר	10	0
באל-מנאר	באלמנאר	1	10
ואל-מנאר	ואלמנאר	1	10
אל-מנדב	אלמנדב	5	0
אל-מסאעדיה	אלמסאעדייה	3	0
אל-מסג'ד	אלמסג'ד	23	0
באל-מסג'ד	באלמסג'ד	3	23
אל-מצרי	אלמסרי	14	0
ואל-מצרי	ואלמסרי	2	14
שאל-מצרי	שאלמסרי	1	14
אל-מקאסד	אלמקאסד	11	0
באל-מקאסד	באלמקאסד	2	11
לאל-מקאסד	לאלמקאסד	1	11
אל-מקדס	אלמקדס	19	0
אל-משאש	אלמשאש	14	0
באל-משאש	באלמשאש	1	14
אל-משהד	אלמשהד	17	0
באל-משהד	באלמשהד	3	17
אל-נאאב	אלנאיב	13	0
אל-נאצר	אלנאסר	16	0
אל-נג'אח	אלנג'אח	2	0
אל-נעם	אלנעם	14	0
באל-נעם	באלנעם	1	14
אל-סייד	אלסייד	11	0
אל-סלאם	אלסלאם	9	0
אל-ע'ול	אלע'ול	14	0
אל-עאפיה	אלעאפיה	11	0
אל-עארורי	אלעארורי	13	0
ואל-עארורי	ואלעארורי	1	13
אל-עג'לוני	אלעג'לוני	4	0
אל-עג'מי	אלעג'מי	4	0
אל-עזאזמה	אלעזאזמה	24	0
באל-עזאזמה	באלעזאזמה	3	24
לאל-עזאזמה	לאלעזאזמה	1	24
אל-עייש	אלעייש	16	0
אל-עיסאווי	אלעיסאווי	6	0
אל-עיסאוויה	אלעיסאווייה	28	0
באל-עיסאוויה	באלעיסאווייה	4	28
לאל-עיסאוויה	לאלעיסאווייה	4	28
מאל-עיסאוויה	מאלעיסאווייה	2	28
אל-עלי	אלעאלי	9	0
אל-עמוד	אלעמוד	34	0
אל-עראמשה	אלעראמשה	15	0
אל-עראקיב	אלעראקיב	118	0
באל-עראקיב	באלעראקיב	40	118
ואל-עראקיב	ואלעראקיב	4	118
לאל-עראקיב	לאלעראקיב	1	118
מאל-עראקיב	מאלעראקיב	4	118
ובאל-עראקיב	ובאלעראקיב	1	118
אל-ערב	אלערב	42	0
ואל-ערב	ואלערב	1	42
אל-ערבייה	אלערבייה	36	0
באל-ערבייה	באלערבייה	4	36
ואל-ערבייה	ואלערבייה	2	36
לאל-ערבייה	לאלערבייה	1	36
אל-ערוב	אלערוב	21	0
באל-ערוב	באלערוב	9	21
ובאל-ערוב	ובאלערוב	1	21
אל-ערורי	אלערורי	12	0
אל-עריש	אלעריש	15	0
באל-עריש	באלעריש	11	15
ואל-עריש	ואלעריש	2	15
לאל-עריש	לאלעריש	3	15
אל-פאחם	אלפחם	8	0
אל-פאתחה	אלפאתחה	12	0
אל-פורעה	אלפורעה	64	0
באל-פורעה	באלפורעה	18	64
ואל-פורעה	ואלפורעה	6	64
לאל-פורעה	לאלפורעה	1	64
מאל-פורעה	מאלפורעה	4	64
ובאל-פורעה	ובאלפורעה	1	64
אל-פחם	אלפחם	667	0
אל-פיטר	אלפיטר	58	0
אל-פתאח	אלפתאח	23	0
אל-קאדר	אלקאדר	60	0
אל-קאסם	אלקאסם	32	0
באל-קאסם	באלקאסם	1	32
אל-קאעידה	אלקאעידה	214	0
באל-קאעידה	באלקאעידה	17	214
ואל-קאעידה	ואלקאעידה	12	214
לאל-קאעידה	לאלקאעידה	17	214
מאל-קאעידה	מאלקאעידה	11	214
שאל-קאעידה	שאלקאעידה	6	214
ולאל-קאעידה	ולאלקאעידה	4	214
ומאל-קאעידה	ומאלקאעידה	1	214
אל-קודס	אלקודס	146	0
באל-קודס	באלקודס	19	146
ואל-קודס	ואלקודס	5	146
לאל-קודס	לאלקודס	8	146
מאל-קודס	מאלקודס	11	146
שאל-קודס	שאלקודס	3	146
אל-קוטוף	אלקוטוף	15	0
באל-קוטוף	באלקוטוף	1	15
מאל-קוטוף	מאלקוטוף	1	15
אל-קסאם	אלקסאם	50	0
כאל-קסאם	כאלקסאם	1	50
אל-קסום	אלקסום	83	0
באל-קסום	באלקסום	14	83
ואל-קסום	ואלקסום	22	83
לאל-קסום	לאלקסום	2	83
ולאל-קסום	ולאלקסום	1	83
אל-ראיס	אלראיס	10	0
אל-ראשידיה	אלראשידיה	7	0
אל-רוחה	אלרוחה	8	0
אל-רחאחלה	אלרחאחלה	3	0
אל-רחמאן	אלרחמן	11	0
אל-רחמן	אלרחמן	13	0
אל-שאפעי	אלשאפעי	3	0
אל-שגור	אלשגור	19	0
באל-שגור	באלשגור	1	19
ובאל-שגור	ובאלשגור	1	19
אל-שריף	אלשריף	10	0
אל-שרקיה	אלשרקייה	3	0
אל-שרקייה	אלשרקייה	2	0
אל-תחריר	אלתחריר	5	0
אלגרביה	אלע'רבייה	3	0
כאלגרבייה	כאלע'רבייה	1	0
אלחרומי	אלח'רומי	1638	0
ואלחרומי	ואלח'רומי	3	1638
לאלחרומי	לאלח'רומי	4	1638
מאלחרומי	מאלח'רומי	1	1638
שאלחרומי	שאלח'רומי	2	1638
כשאלחרומי	כשאלח'רומי	2	1638
אללהו	אללה	96	0
אלשייח	אלשיח'	22	0
מאלשייח	מאלשיח'	1	22
אסאד	אסד	9	0
שאסאד	שאסד	1	9
אקרית	איקרית	69	0
באקרית	באיקרית	8	69
ואקרית	ואיקרית	15	69
לאקרית	לאיקרית	2	69
מאקרית	מאיקרית	3	69
ארביל	אירביל	4	0
בארביל	באירביל	3	4
אתיחאד	איתיחאד	1	0
באשיר	בשיר	21	0
ובאשיר	ובשיר	1	21
לבאשיר	לבשיר	2	21
בגדד	בגדאד	245	0
בבגדד	בבגדאד	236	245
ובגדד	ובגדאד	11	245
לבגדד	לבגדאד	65	245
מבגדד	מבגדאד	99	245
שבגדד	שבגדאד	2	245
